position,const,created,modified,description,Title,Title Type,IMDb Rating,Runtime,Year,Votes,ReleaseDate,URL,Director,Genre
358,tt0453467,Mon Oct  8 21:04:20 2012,Mon Oct  8 21:04:20 2012,,Deja Vu,Feature Film,7,126,2006,259482,11/20/2006,http://www.imdb.com/title/tt0453467/,Tony Scott,crime
358,tt0453467,Mon Oct  8 21:04:20 2012,Mon Oct  8 21:04:20 2012,,Deja Vu,Feature Film,7,126,2006,259482,11/20/2006,http://www.imdb.com/title/tt0453467/,Tony Scott,sci_fi
358,tt0453467,Mon Oct  8 21:04:20 2012,Mon Oct  8 21:04:20 2012,,Deja Vu,Feature Film,7,126,2006,259482,11/20/2006,http://www.imdb.com/title/tt0453467/,Tony Scott,thriller
359,tt0974661,Mon Oct  8 21:04:27 2012,Mon Oct  8 21:04:27 2012,,17 Again,Feature Film,6.4,102,2009,156144,3/11/2009,http://www.imdb.com/title/tt0974661/,Burr Steers,comedy
359,tt0974661,Mon Oct  8 21:04:27 2012,Mon Oct  8 21:04:27 2012,,17 Again,Feature Film,6.4,102,2009,156144,3/11/2009,http://www.imdb.com/title/tt0974661/,Burr Steers,drama
359,tt0974661,Mon Oct  8 21:04:27 2012,Mon Oct  8 21:04:27 2012,,17 Again,Feature Film,6.4,102,2009,156144,3/11/2009,http://www.imdb.com/title/tt0974661/,Burr Steers,family
359,tt0974661,Mon Oct  8 21:04:27 2012,Mon Oct  8 21:04:27 2012,,17 Again,Feature Film,6.4,102,2009,156144,3/11/2009,http://www.imdb.com/title/tt0974661/,Burr Steers,fantasy
360,tt1436562,Mon Oct  8 21:04:31 2012,Mon Oct  8 21:04:31 2012,,Rio,Feature Film,6.9,96,2011,178112,3/22/2011,http://www.imdb.com/title/tt1436562/,Carlos Saldanha,animation
360,tt1436562,Mon Oct  8 21:04:31 2012,Mon Oct  8 21:04:31 2012,,Rio,Feature Film,6.9,96,2011,178112,3/22/2011,http://www.imdb.com/title/tt1436562/,Carlos Saldanha,adventure
360,tt1436562,Mon Oct  8 21:04:31 2012,Mon Oct  8 21:04:31 2012,,Rio,Feature Film,6.9,96,2011,178112,3/22/2011,http://www.imdb.com/title/tt1436562/,Carlos Saldanha,comedy
360,tt1436562,Mon Oct  8 21:04:31 2012,Mon Oct  8 21:04:31 2012,,Rio,Feature Film,6.9,96,2011,178112,3/22/2011,http://www.imdb.com/title/tt1436562/,Carlos Saldanha,family
360,tt1436562,Mon Oct  8 21:04:31 2012,Mon Oct  8 21:04:31 2012,,Rio,Feature Film,6.9,96,2011,178112,3/22/2011,http://www.imdb.com/title/tt1436562/,Carlos Saldanha,musical
361,tt1477837,Mon Oct  8 21:04:35 2012,Mon Oct  8 21:04:35 2012,,Cedar Rapids,Feature Film,6.3,87,2011,33804,1/23/2011,http://www.imdb.com/title/tt1477837/,Miguel Arteta,comedy
362,tt0477347,Mon Oct  8 21:04:44 2012,Mon Oct  8 21:04:44 2012,,Night at the Museum,Feature Film,6.4,108,2006,259967,12/17/2006,http://www.imdb.com/title/tt0477347/,Shawn Levy,adventure
362,tt0477347,Mon Oct  8 21:04:44 2012,Mon Oct  8 21:04:44 2012,,Night at the Museum,Feature Film,6.4,108,2006,259967,12/17/2006,http://www.imdb.com/title/tt0477347/,Shawn Levy,comedy
362,tt0477347,Mon Oct  8 21:04:44 2012,Mon Oct  8 21:04:44 2012,,Night at the Museum,Feature Film,6.4,108,2006,259967,12/17/2006,http://www.imdb.com/title/tt0477347/,Shawn Levy,family
362,tt0477347,Mon Oct  8 21:04:44 2012,Mon Oct  8 21:04:44 2012,,Night at the Museum,Feature Film,6.4,108,2006,259967,12/17/2006,http://www.imdb.com/title/tt0477347/,Shawn Levy,fantasy
363,tt0349903,Mon Oct  8 21:04:51 2012,Mon Oct  8 21:04:51 2012,,Oceans Twelve,Feature Film,6.5,125,2004,307412,12/8/2004,http://www.imdb.com/title/tt0349903/,Steven Soderbergh,crime
363,tt0349903,Mon Oct  8 21:04:51 2012,Mon Oct  8 21:04:51 2012,,Oceans Twelve,Feature Film,6.5,125,2004,307412,12/8/2004,http://www.imdb.com/title/tt0349903/,Steven Soderbergh,thriller
364,tt0215129,Mon Oct  8 21:05:18 2012,Mon Oct  8 21:05:18 2012,,Road Trip,Feature Film,6.5,93,2000,141058,5/11/2000,http://www.imdb.com/title/tt0215129/,Todd Phillips,adventure
364,tt0215129,Mon Oct  8 21:05:18 2012,Mon Oct  8 21:05:18 2012,,Road Trip,Feature Film,6.5,93,2000,141058,5/11/2000,http://www.imdb.com/title/tt0215129/,Todd Phillips,comedy
365,tt1119646,Mon Oct  8 21:05:24 2012,Mon Oct  8 21:05:24 2012,,The Hangover,Feature Film,7.8,100,2009,626237,5/30/2009,http://www.imdb.com/title/tt1119646/,Todd Phillips,comedy
366,tt0080339,Mon Oct  8 21:05:29 2012,Mon Oct  8 21:05:29 2012,,Airplane!,Feature Film,7.8,88,1980,175140,7/2/1980,http://www.imdb.com/title/tt0080339/,Jim Abrahams,comedy
367,tt0405159,Mon Oct  8 21:06:41 2012,Mon Oct  8 21:06:41 2012,,Million Dollar Baby,Feature Film,8.1,132,2004,532757,12/5/2004,http://www.imdb.com/title/tt0405159/,Clint Eastwood,drama
367,tt0405159,Mon Oct  8 21:06:41 2012,Mon Oct  8 21:06:41 2012,,Million Dollar Baby,Feature Film,8.1,132,2004,532757,12/5/2004,http://www.imdb.com/title/tt0405159/,Clint Eastwood,sport
368,tt0454987,Mon Oct  8 21:06:56 2012,Mon Oct  8 21:06:56 2012,,Lets Go to Prison,Feature Film,6,84,2006,20928,11/17/2006,http://www.imdb.com/title/tt0454987/,Bob Odenkirk,comedy
368,tt0454987,Mon Oct  8 21:06:56 2012,Mon Oct  8 21:06:56 2012,,Lets Go to Prison,Feature Film,6,84,2006,20928,11/17/2006,http://www.imdb.com/title/tt0454987/,Bob Odenkirk,crime
369,tt0477080,Mon Oct  8 21:07:03 2012,Mon Oct  8 21:07:03 2012,,Unstoppable,Feature Film,6.8,98,2010,161456,10/26/2010,http://www.imdb.com/title/tt0477080/,Tony Scott,action
369,tt0477080,Mon Oct  8 21:07:03 2012,Mon Oct  8 21:07:03 2012,,Unstoppable,Feature Film,6.8,98,2010,161456,10/26/2010,http://www.imdb.com/title/tt0477080/,Tony Scott,thriller
370,tt1058017,Mon Oct  8 21:07:09 2012,Mon Oct  8 21:07:09 2012,,The Invention of Lying,Feature Film,6.4,100,2009,100077,9/14/2009,http://www.imdb.com/title/tt1058017/,Ricky Gervais,comedy
370,tt1058017,Mon Oct  8 21:07:09 2012,Mon Oct  8 21:07:09 2012,,The Invention of Lying,Feature Film,6.4,100,2009,100077,9/14/2009,http://www.imdb.com/title/tt1058017/,Ricky Gervais,fantasy
370,tt1058017,Mon Oct  8 21:07:09 2012,Mon Oct  8 21:07:09 2012,,The Invention of Lying,Feature Film,6.4,100,2009,100077,9/14/2009,http://www.imdb.com/title/tt1058017/,Ricky Gervais,romance
371,tt0369441,Mon Oct  8 21:07:15 2012,Mon Oct  8 21:07:15 2012,,Fun with Dick and Jane,Feature Film,6.1,90,2005,117866,12/21/2005,http://www.imdb.com/title/tt0369441/,Dean Parisot,comedy
371,tt0369441,Mon Oct  8 21:07:15 2012,Mon Oct  8 21:07:15 2012,,Fun with Dick and Jane,Feature Film,6.1,90,2005,117866,12/21/2005,http://www.imdb.com/title/tt0369441/,Dean Parisot,crime
372,tt0185431,Mon Oct  8 21:07:26 2012,Mon Oct  8 21:07:26 2012,,Little Nicky,Feature Film,5.3,90,2000,85894,11/2/2000,http://www.imdb.com/title/tt0185431/,Steven Brill,comedy
372,tt0185431,Mon Oct  8 21:07:26 2012,Mon Oct  8 21:07:26 2012,,Little Nicky,Feature Film,5.3,90,2000,85894,11/2/2000,http://www.imdb.com/title/tt0185431/,Steven Brill,fantasy
373,tt0463985,Mon Oct  8 21:07:29 2012,Mon Oct  8 21:07:29 2012,,The Fast and the Furious: Tokyo Drift,Feature Film,6,104,2006,200413,6/4/2006,http://www.imdb.com/title/tt0463985/,Justin Lin,action
373,tt0463985,Mon Oct  8 21:07:29 2012,Mon Oct  8 21:07:29 2012,,The Fast and the Furious: Tokyo Drift,Feature Film,6,104,2006,200413,6/4/2006,http://www.imdb.com/title/tt0463985/,Justin Lin,crime
373,tt0463985,Mon Oct  8 21:07:29 2012,Mon Oct  8 21:07:29 2012,,The Fast and the Furious: Tokyo Drift,Feature Film,6,104,2006,200413,6/4/2006,http://www.imdb.com/title/tt0463985/,Justin Lin,thriller
374,tt0062512,Mon Oct  8 21:08:01 2012,Mon Oct  8 21:08:01 2012,,You Only Live Twice,Feature Film,6.9,117,1967,81375,6/12/1967,http://www.imdb.com/title/tt0062512/,Lewis Gilbert,action
374,tt0062512,Mon Oct  8 21:08:01 2012,Mon Oct  8 21:08:01 2012,,You Only Live Twice,Feature Film,6.9,117,1967,81375,6/12/1967,http://www.imdb.com/title/tt0062512/,Lewis Gilbert,adventure
374,tt0062512,Mon Oct  8 21:08:01 2012,Mon Oct  8 21:08:01 2012,,You Only Live Twice,Feature Film,6.9,117,1967,81375,6/12/1967,http://www.imdb.com/title/tt0062512/,Lewis Gilbert,thriller
375,tt0337879,Mon Oct  8 21:08:25 2012,Mon Oct  8 21:08:25 2012,,Blackball,Feature Film,5.5,96,2003,3654,9/5/2003,http://www.imdb.com/title/tt0337879/,Mel Smith,comedy
375,tt0337879,Mon Oct  8 21:08:25 2012,Mon Oct  8 21:08:25 2012,,Blackball,Feature Film,5.5,96,2003,3654,9/5/2003,http://www.imdb.com/title/tt0337879/,Mel Smith,drama
375,tt0337879,Mon Oct  8 21:08:25 2012,Mon Oct  8 21:08:25 2012,,Blackball,Feature Film,5.5,96,2003,3654,9/5/2003,http://www.imdb.com/title/tt0337879/,Mel Smith,sport
376,tt1411238,Mon Oct  8 21:08:37 2012,Mon Oct  8 21:08:37 2012,,No Strings Attached,Feature Film,6.2,108,2011,182994,1/11/2011,http://www.imdb.com/title/tt1411238/,Ivan Reitman,comedy
376,tt1411238,Mon Oct  8 21:08:37 2012,Mon Oct  8 21:08:37 2012,,No Strings Attached,Feature Film,6.2,108,2011,182994,1/11/2011,http://www.imdb.com/title/tt1411238/,Ivan Reitman,romance
377,tt1078940,Mon Oct  8 21:08:58 2012,Mon Oct  8 21:08:58 2012,,Couples Retreat,Feature Film,5.5,113,2009,88103,10/5/2009,http://www.imdb.com/title/tt1078940/,Peter Billingsley,comedy
378,tt1318514,Mon Oct  8 21:09:06 2012,Mon Oct  8 21:09:06 2012,,Rise of the Planet of the Apes,Feature Film,7.6,105,2011,443597,8/3/2011,http://www.imdb.com/title/tt1318514/,Rupert Wyatt,action
378,tt1318514,Mon Oct  8 21:09:06 2012,Mon Oct  8 21:09:06 2012,,Rise of the Planet of the Apes,Feature Film,7.6,105,2011,443597,8/3/2011,http://www.imdb.com/title/tt1318514/,Rupert Wyatt,drama
378,tt1318514,Mon Oct  8 21:09:06 2012,Mon Oct  8 21:09:06 2012,,Rise of the Planet of the Apes,Feature Film,7.6,105,2011,443597,8/3/2011,http://www.imdb.com/title/tt1318514/,Rupert Wyatt,sci_fi
378,tt1318514,Mon Oct  8 21:09:06 2012,Mon Oct  8 21:09:06 2012,,Rise of the Planet of the Apes,Feature Film,7.6,105,2011,443597,8/3/2011,http://www.imdb.com/title/tt1318514/,Rupert Wyatt,thriller
379,tt1193138,Mon Oct  8 21:09:40 2012,Mon Oct  8 21:09:40 2012,,Up in the Air,Feature Film,7.4,109,2009,284575,9/5/2009,http://www.imdb.com/title/tt1193138/,Jason Reitman,drama
379,tt1193138,Mon Oct  8 21:09:40 2012,Mon Oct  8 21:09:40 2012,,Up in the Air,Feature Film,7.4,109,2009,284575,9/5/2009,http://www.imdb.com/title/tt1193138/,Jason Reitman,romance
380,tt0379786,Mon Oct  8 21:10:01 2012,Mon Oct  8 21:10:01 2012,,Serenity,Feature Film,7.9,119,2005,256104,8/22/2005,http://www.imdb.com/title/tt0379786/,Joss Whedon,action
380,tt0379786,Mon Oct  8 21:10:01 2012,Mon Oct  8 21:10:01 2012,,Serenity,Feature Film,7.9,119,2005,256104,8/22/2005,http://www.imdb.com/title/tt0379786/,Joss Whedon,adventure
380,tt0379786,Mon Oct  8 21:10:01 2012,Mon Oct  8 21:10:01 2012,,Serenity,Feature Film,7.9,119,2005,256104,8/22/2005,http://www.imdb.com/title/tt0379786/,Joss Whedon,sci_fi
380,tt0379786,Mon Oct  8 21:10:01 2012,Mon Oct  8 21:10:01 2012,,Serenity,Feature Film,7.9,119,2005,256104,8/22/2005,http://www.imdb.com/title/tt0379786/,Joss Whedon,thriller
381,tt1764651,Fri Oct 12 07:14:29 2012,Fri Oct 12 07:14:29 2012,,The Expendables 2,Feature Film,6.6,103,2012,262739,8/8/2012,http://www.imdb.com/title/tt1764651/,Simon West,action
381,tt1764651,Fri Oct 12 07:14:29 2012,Fri Oct 12 07:14:29 2012,,The Expendables 2,Feature Film,6.6,103,2012,262739,8/8/2012,http://www.imdb.com/title/tt1764651/,Simon West,adventure
381,tt1764651,Fri Oct 12 07:14:29 2012,Fri Oct 12 07:14:29 2012,,The Expendables 2,Feature Film,6.6,103,2012,262739,8/8/2012,http://www.imdb.com/title/tt1764651/,Simon West,thriller
382,tt0217505,Mon Oct 22 20:48:48 2012,Mon Oct 22 20:48:48 2012,,Gangs of New York,Feature Film,7.5,167,2002,342725,12/9/2002,http://www.imdb.com/title/tt0217505/,Martin Scorsese,crime
382,tt0217505,Mon Oct 22 20:48:48 2012,Mon Oct 22 20:48:48 2012,,Gangs of New York,Feature Film,7.5,167,2002,342725,12/9/2002,http://www.imdb.com/title/tt0217505/,Martin Scorsese,drama
383,tt0340163,Fri Oct 26 03:06:02 2012,Fri Oct 26 03:06:02 2012,,Hostage,Feature Film,6.6,113,2005,97876,3/9/2005,http://www.imdb.com/title/tt0340163/,Florent Siri,action
383,tt0340163,Fri Oct 26 03:06:02 2012,Fri Oct 26 03:06:02 2012,,Hostage,Feature Film,6.6,113,2005,97876,3/9/2005,http://www.imdb.com/title/tt0340163/,Florent Siri,crime
383,tt0340163,Fri Oct 26 03:06:02 2012,Fri Oct 26 03:06:02 2012,,Hostage,Feature Film,6.6,113,2005,97876,3/9/2005,http://www.imdb.com/title/tt0340163/,Florent Siri,drama
383,tt0340163,Fri Oct 26 03:06:02 2012,Fri Oct 26 03:06:02 2012,,Hostage,Feature Film,6.6,113,2005,97876,3/9/2005,http://www.imdb.com/title/tt0340163/,Florent Siri,mystery
383,tt0340163,Fri Oct 26 03:06:02 2012,Fri Oct 26 03:06:02 2012,,Hostage,Feature Film,6.6,113,2005,97876,3/9/2005,http://www.imdb.com/title/tt0340163/,Florent Siri,thriller
384,tt0290334,Fri Oct 26 03:06:06 2012,Fri Oct 26 03:06:06 2012,,X-Men 2,Feature Film,7.5,134,2003,443811,4/24/2003,http://www.imdb.com/title/tt0290334/,Bryan Singer,action
384,tt0290334,Fri Oct 26 03:06:06 2012,Fri Oct 26 03:06:06 2012,,X-Men 2,Feature Film,7.5,134,2003,443811,4/24/2003,http://www.imdb.com/title/tt0290334/,Bryan Singer,adventure
384,tt0290334,Fri Oct 26 03:06:06 2012,Fri Oct 26 03:06:06 2012,,X-Men 2,Feature Film,7.5,134,2003,443811,4/24/2003,http://www.imdb.com/title/tt0290334/,Bryan Singer,fantasy
384,tt0290334,Fri Oct 26 03:06:06 2012,Fri Oct 26 03:06:06 2012,,X-Men 2,Feature Film,7.5,134,2003,443811,4/24/2003,http://www.imdb.com/title/tt0290334/,Bryan Singer,sci_fi
384,tt0290334,Fri Oct 26 03:06:06 2012,Fri Oct 26 03:06:06 2012,,X-Men 2,Feature Film,7.5,134,2003,443811,4/24/2003,http://www.imdb.com/title/tt0290334/,Bryan Singer,thriller
385,tt1013752,Fri Oct 26 03:06:07 2012,Fri Oct 26 03:06:07 2012,,Fast  Furious,Feature Film,6.6,107,2009,224537,3/12/2009,http://www.imdb.com/title/tt1013752/,Justin Lin,action
385,tt1013752,Fri Oct 26 03:06:07 2012,Fri Oct 26 03:06:07 2012,,Fast  Furious,Feature Film,6.6,107,2009,224537,3/12/2009,http://www.imdb.com/title/tt1013752/,Justin Lin,crime
385,tt1013752,Fri Oct 26 03:06:07 2012,Fri Oct 26 03:06:07 2012,,Fast  Furious,Feature Film,6.6,107,2009,224537,3/12/2009,http://www.imdb.com/title/tt1013752/,Justin Lin,thriller
386,tt0376994,Fri Oct 26 03:06:10 2012,Fri Oct 26 03:06:10 2012,,X-Men: The Last Stand,Feature Film,6.7,104,2006,417759,5/22/2006,http://www.imdb.com/title/tt0376994/,Brett Ratner,action
386,tt0376994,Fri Oct 26 03:06:10 2012,Fri Oct 26 03:06:10 2012,,X-Men: The Last Stand,Feature Film,6.7,104,2006,417759,5/22/2006,http://www.imdb.com/title/tt0376994/,Brett Ratner,adventure
386,tt0376994,Fri Oct 26 03:06:10 2012,Fri Oct 26 03:06:10 2012,,X-Men: The Last Stand,Feature Film,6.7,104,2006,417759,5/22/2006,http://www.imdb.com/title/tt0376994/,Brett Ratner,fantasy
386,tt0376994,Fri Oct 26 03:06:10 2012,Fri Oct 26 03:06:10 2012,,X-Men: The Last Stand,Feature Film,6.7,104,2006,417759,5/22/2006,http://www.imdb.com/title/tt0376994/,Brett Ratner,sci_fi
386,tt0376994,Fri Oct 26 03:06:10 2012,Fri Oct 26 03:06:10 2012,,X-Men: The Last Stand,Feature Film,6.7,104,2006,417759,5/22/2006,http://www.imdb.com/title/tt0376994/,Brett Ratner,thriller
387,tt0120755,Fri Oct 26 03:06:19 2012,Fri Oct 26 03:06:19 2012,,Mission: Impossible II,Feature Film,6.1,123,2000,261933,5/18/2000,http://www.imdb.com/title/tt0120755/,John Woo,action
387,tt0120755,Fri Oct 26 03:06:19 2012,Fri Oct 26 03:06:19 2012,,Mission: Impossible II,Feature Film,6.1,123,2000,261933,5/18/2000,http://www.imdb.com/title/tt0120755/,John Woo,adventure
387,tt0120755,Fri Oct 26 03:06:19 2012,Fri Oct 26 03:06:19 2012,,Mission: Impossible II,Feature Film,6.1,123,2000,261933,5/18/2000,http://www.imdb.com/title/tt0120755/,John Woo,thriller
388,tt0383574,Tue Oct 30 20:36:34 2012,Tue Oct 30 20:36:34 2012,,Pirates of the Caribbean: Dead Mans Chest,Feature Film,7.3,151,2006,571135,6/24/2006,http://www.imdb.com/title/tt0383574/,Gore Verbinski,action
388,tt0383574,Tue Oct 30 20:36:34 2012,Tue Oct 30 20:36:34 2012,,Pirates of the Caribbean: Dead Mans Chest,Feature Film,7.3,151,2006,571135,6/24/2006,http://www.imdb.com/title/tt0383574/,Gore Verbinski,adventure
388,tt0383574,Tue Oct 30 20:36:34 2012,Tue Oct 30 20:36:34 2012,,Pirates of the Caribbean: Dead Mans Chest,Feature Film,7.3,151,2006,571135,6/24/2006,http://www.imdb.com/title/tt0383574/,Gore Verbinski,fantasy
389,tt1078912,Tue Oct 30 20:37:00 2012,Tue Oct 30 20:37:00 2012,,Night at the Museum: Battle of the Smithsonian,Feature Film,5.9,105,2009,144755,5/14/2009,http://www.imdb.com/title/tt1078912/,Shawn Levy,adventure
389,tt1078912,Tue Oct 30 20:37:00 2012,Tue Oct 30 20:37:00 2012,,Night at the Museum: Battle of the Smithsonian,Feature Film,5.9,105,2009,144755,5/14/2009,http://www.imdb.com/title/tt1078912/,Shawn Levy,comedy
389,tt1078912,Tue Oct 30 20:37:00 2012,Tue Oct 30 20:37:00 2012,,Night at the Museum: Battle of the Smithsonian,Feature Film,5.9,105,2009,144755,5/14/2009,http://www.imdb.com/title/tt1078912/,Shawn Levy,family
389,tt1078912,Tue Oct 30 20:37:00 2012,Tue Oct 30 20:37:00 2012,,Night at the Museum: Battle of the Smithsonian,Feature Film,5.9,105,2009,144755,5/14/2009,http://www.imdb.com/title/tt1078912/,Shawn Levy,fantasy
390,tt1190080,Tue Oct 30 20:37:02 2012,Tue Oct 30 20:37:02 2012,,2012,Feature Film,5.8,158,2009,305606,11/11/2009,http://www.imdb.com/title/tt1190080/,Roland Emmerich,action
390,tt1190080,Tue Oct 30 20:37:02 2012,Tue Oct 30 20:37:02 2012,,2012,Feature Film,5.8,158,2009,305606,11/11/2009,http://www.imdb.com/title/tt1190080/,Roland Emmerich,adventure
390,tt1190080,Tue Oct 30 20:37:02 2012,Tue Oct 30 20:37:02 2012,,2012,Feature Film,5.8,158,2009,305606,11/11/2009,http://www.imdb.com/title/tt1190080/,Roland Emmerich,sci_fi
391,tt0184894,Tue Oct 30 20:39:46 2012,Tue Oct 30 20:39:46 2012,,Shanghai Noon,Feature Film,6.6,110,2000,104192,5/19/2000,http://www.imdb.com/title/tt0184894/,Tom Dey,action
391,tt0184894,Tue Oct 30 20:39:46 2012,Tue Oct 30 20:39:46 2012,,Shanghai Noon,Feature Film,6.6,110,2000,104192,5/19/2000,http://www.imdb.com/title/tt0184894/,Tom Dey,adventure
391,tt0184894,Tue Oct 30 20:39:46 2012,Tue Oct 30 20:39:46 2012,,Shanghai Noon,Feature Film,6.6,110,2000,104192,5/19/2000,http://www.imdb.com/title/tt0184894/,Tom Dey,comedy
391,tt0184894,Tue Oct 30 20:39:46 2012,Tue Oct 30 20:39:46 2012,,Shanghai Noon,Feature Film,6.6,110,2000,104192,5/19/2000,http://www.imdb.com/title/tt0184894/,Tom Dey,western
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,animation
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,action
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,adventure
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,comedy
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,family
392,tt0892782,Tue Oct 30 20:39:49 2012,Tue Oct 30 20:39:49 2012,,Monsters vs. Aliens,Feature Film,6.5,94,2009,124728,3/9/2009,http://www.imdb.com/title/tt0892782/,Rob Letterman,sci_fi
393,tt0241527,Tue Oct 30 20:39:52 2012,Tue Oct 30 20:39:52 2012,,Harry Potter and the Sorcerers Stone,Feature Film,7.5,152,2001,503599,11/4/2001,http://www.imdb.com/title/tt0241527/,Chris Columbus,adventure
393,tt0241527,Tue Oct 30 20:39:52 2012,Tue Oct 30 20:39:52 2012,,Harry Potter and the Sorcerers Stone,Feature Film,7.5,152,2001,503599,11/4/2001,http://www.imdb.com/title/tt0241527/,Chris Columbus,family
393,tt0241527,Tue Oct 30 20:39:52 2012,Tue Oct 30 20:39:52 2012,,Harry Potter and the Sorcerers Stone,Feature Film,7.5,152,2001,503599,11/4/2001,http://www.imdb.com/title/tt0241527/,Chris Columbus,fantasy
394,tt1282140,Tue Oct 30 20:39:58 2012,Tue Oct 30 20:39:58 2012,,Easy A,Feature Film,7.1,92,2010,303679,9/11/2010,http://www.imdb.com/title/tt1282140/,Will Gluck,comedy
394,tt1282140,Tue Oct 30 20:39:58 2012,Tue Oct 30 20:39:58 2012,,Easy A,Feature Film,7.1,92,2010,303679,9/11/2010,http://www.imdb.com/title/tt1282140/,Will Gluck,drama
394,tt1282140,Tue Oct 30 20:39:58 2012,Tue Oct 30 20:39:58 2012,,Easy A,Feature Film,7.1,92,2010,303679,9/11/2010,http://www.imdb.com/title/tt1282140/,Will Gluck,romance
395,tt0120812,Tue Oct 30 20:40:25 2012,Tue Oct 30 20:40:25 2012,,Rush Hour,Feature Film,6.9,98,1998,203295,9/18/1998,http://www.imdb.com/title/tt0120812/,Brett Ratner,action
395,tt0120812,Tue Oct 30 20:40:25 2012,Tue Oct 30 20:40:25 2012,,Rush Hour,Feature Film,6.9,98,1998,203295,9/18/1998,http://www.imdb.com/title/tt0120812/,Brett Ratner,comedy
395,tt0120812,Tue Oct 30 20:40:25 2012,Tue Oct 30 20:40:25 2012,,Rush Hour,Feature Film,6.9,98,1998,203295,9/18/1998,http://www.imdb.com/title/tt0120812/,Brett Ratner,crime
395,tt0120812,Tue Oct 30 20:40:25 2012,Tue Oct 30 20:40:25 2012,,Rush Hour,Feature Film,6.9,98,1998,203295,9/18/1998,http://www.imdb.com/title/tt0120812/,Brett Ratner,thriller
396,tt1298649,Thu Nov  1 13:41:43 2012,Thu Nov  1 13:41:43 2012,,The Watch,Feature Film,5.7,102,2012,110079,7/27/2012,http://www.imdb.com/title/tt1298649/,Akiva Schaffer,action
396,tt1298649,Thu Nov  1 13:41:43 2012,Thu Nov  1 13:41:43 2012,,The Watch,Feature Film,5.7,102,2012,110079,7/27/2012,http://www.imdb.com/title/tt1298649/,Akiva Schaffer,comedy
396,tt1298649,Thu Nov  1 13:41:43 2012,Thu Nov  1 13:41:43 2012,,The Watch,Feature Film,5.7,102,2012,110079,7/27/2012,http://www.imdb.com/title/tt1298649/,Akiva Schaffer,sci_fi
397,tt1615065,Sat Nov  3 19:19:11 2012,Sat Nov  3 19:19:11 2012,,Savages,Feature Film,6.5,131,2012,109791,6/25/2012,http://www.imdb.com/title/tt1615065/,Oliver Stone,crime
397,tt1615065,Sat Nov  3 19:19:11 2012,Sat Nov  3 19:19:11 2012,,Savages,Feature Film,6.5,131,2012,109791,6/25/2012,http://www.imdb.com/title/tt1615065/,Oliver Stone,drama
397,tt1615065,Sat Nov  3 19:19:11 2012,Sat Nov  3 19:19:11 2012,,Savages,Feature Film,6.5,131,2012,109791,6/25/2012,http://www.imdb.com/title/tt1615065/,Oliver Stone,thriller
398,tt0396269,Tue Nov  6 10:43:26 2012,Tue Nov  6 10:43:26 2012,,Wedding Crashers,Feature Film,7,119,2005,296666,7/13/2005,http://www.imdb.com/title/tt0396269/,David Dobkin,comedy
398,tt0396269,Tue Nov  6 10:43:26 2012,Tue Nov  6 10:43:26 2012,,Wedding Crashers,Feature Film,7,119,2005,296666,7/13/2005,http://www.imdb.com/title/tt0396269/,David Dobkin,romance
